output_index,tx_index,adr_index,input_value,spent_index
294500,29633,293571,5000000000,29450
294550,29633,293621,5000000000,29455
293830,29633,292911,5000000000,29383
293460,29633,292551,5000000000,29346
293990,29633,293061,5000000000,29399
292240,29633,291341,5000000000,29224
291900,29633,291011,5000000000,29190
293010,29633,292101,5000000000,29301
295050,29633,294121,5000000000,29505
293130,29633,292221,5000000000,29313
294790,29633,293861,5000000000,29479
293090,29633,292181,5000000000,29309
291420,29633,290531,5000000000,29142
294950,29633,294021,5000000000,29495
294370,29633,293441,5000000000,29437
294340,29633,293411,5000000000,29434
293400,29633,292491,5000000000,29340
294170,29633,293241,5000000000,29417
292150,29633,291251,5000000000,29215
292060,29633,291161,5000000000,29206
293560,29633,292651,5000000000,29356
293920,29633,292991,5000000000,29392
292840,29633,291931,5000000000,29284
291450,29633,290561,5000000000,29145
293520,29633,292611,5000000000,29352
294440,29633,293511,5000000000,29444
292510,29633,291611,5000000000,29251
293740,29633,292821,5000000000,29374
293980,29633,293051,5000000000,29398
293440,29633,292531,5000000000,29344
294940,29633,294011,5000000000,29494
292920,29633,292011,5000000000,29292
292950,29633,292041,5000000000,29295
294900,29633,293971,5000000000,29490
291740,29635,290851,5000000000,29174
291560,29635,290671,5000000000,29156
295070,29635,294141,5000000000,29507
292100,29635,291201,5000000000,29210
292370,29635,291471,5000000000,29237
293380,29635,292471,5000000000,29338
293210,29635,292302,190000000000,29321
296760,29869,295811,5000000000,29676
279860,29869,278951,5000000000,27986
279740,29869,278831,5000000000,27974
291840,29869,290951,5000000000,29184
289710,29869,288821,5000000000,28971
283170,29869,282261,5000000000,28317
276000,29869,275091,5000000000,27600
288280,29869,287381,5000000000,28828
276870,29869,275961,5000000000,27687
291310,29869,290421,5000000000,29131
296960,29869,296011,5000000000,29696
280020,29869,279111,5000000000,28002
290130,29869,289241,5000000000,29013
292220,29869,291321,5000000000,29222
295510,29869,294581,5000000000,29551
295560,29869,294631,5000000000,29556
295480,29869,294551,5000000000,29548
290570,29869,289681,5000000000,29057
293450,29869,292541,5000000000,29345
276140,29869,275231,5000000000,27614
294050,29869,293121,5000000000,29405
284120,29869,283211,5000000000,28412
285410,29869,284501,5000000000,28541
286160,29869,285251,5000000000,28616
289380,29869,288481,5000000000,28938
288460,29869,287561,5000000000,28846
283050,29869,282141,5000000000,28305
290010,29869,289131,5000000000,29001
288960,29869,288061,5000000000,28896
281020,29869,280111,5000000000,28102
294100,29869,293171,5000000000,29410
291100,29869,290211,5000000000,29110
295180,29869,294251,5000000000,29518
289560,29869,288661,5000000000,28956
279870,29869,278961,5000000000,27987
286390,29869,285481,5000000000,28639
296850,29869,295901,5000000000,29685
292110,29869,291211,5000000000,29211
281640,29869,280731,5000000000,28164
285730,29869,284821,5000000000,28573
297090,29869,296141,5000000000,29709
285260,29869,284351,5000000000,28526
284780,29869,283871,5000000000,28478
279290,29869,278381,5000000000,27929
285350,29869,284441,5000000000,28535
296780,29869,295831,5000000000,29678
285750,29869,284841,5000000000,28575
276120,29869,275211,5000000000,27612
286280,29869,285371,5000000000,28628
284280,29869,283371,5000000000,28428
289600,29869,288701,435000000,28960
292030,29869,291141,5000000000,29203
279970,29869,279061,5000000000,27997
285420,29869,284511,5000000000,28542
288640,29869,287741,5000000000,28864
297460,29869,296511,5000000000,29746
296970,29869,296021,5000000000,29697
277210,29869,276301,5000000000,27721
289120,29869,288221,5000000000,28912
293220,29869,292311,5000000000,29322
289930,29869,289041,5000000000,28993
283330,29869,282421,5000000000,28333
291140,29869,290251,5000000000,29114
287580,29869,286681,5000000000,28758
291750,29869,290861,5000000000,29175
281330,29869,280421,5000000000,28133
295960,29869,295031,5000000000,29596
293550,29869,292641,5000000000,29355
280140,29869,279231,5000000000,28014
280100,29869,279191,5000000000,28010
287280,29869,286381,5000000000,28728
277930,29869,277021,5000000000,27793
283880,29869,282971,5000000000,28388
284070,29869,283161,5000000000,28407
288740,29869,287841,5000000000,28874
284540,29869,283631,5000000000,28454
296510,29869,295561,5000000000,29651
275920,29869,275011,5000000000,27592
279780,29869,278871,5000000000,27978
279900,29869,278991,5000000000,27990
289480,29869,288581,5000000000,28948
295160,29869,294231,5000000000,29516
275940,29869,275031,5000000000,27594
283710,29869,282801,5000000000,28371
284050,29869,283141,5000000000,28405
288090,29869,287191,5000000000,28809
287170,29869,286271,5000000000,28717
294150,29869,293221,5000000000,29415
284260,29869,283351,5000000000,28426
291670,29869,290781,5000000000,29167
290200,29869,289311,5000000000,29020
287980,29869,287081,5000000000,28798
280190,29869,279281,5000000000,28019
278940,29869,278031,5000000000,27894
283190,29869,282281,5000000000,28319
296690,29869,295741,5000000000,29669
281050,29869,280141,5000000000,28105
282830,29869,281921,5000000000,28283
283430,29869,282521,5000000000,28343
286780,29869,285871,5000000000,28678
282990,29869,282081,5000000000,28299
283670,29869,282761,5000000000,28367
289150,29869,288251,5000000000,28915
290930,29869,290041,5000000000,29093
292990,29869,292081,5000000000,29299
290690,29869,289801,5000000000,29069
284670,29869,283761,5000000000,28467
283290,29869,282381,5000000000,28329
279350,29869,278441,5000000000,27935
289740,29869,288851,5000000000,28974
278880,29869,277971,5000000000,27888
290530,29869,289641,5000000000,29053
284390,29869,283481,5000000000,28439
281930,29869,281021,5000000000,28193
288240,29869,287341,5000000000,28824
278890,29869,277981,5000000000,27889
289210,29869,288311,5000000000,28921
295260,29869,294331,5000000000,29526
294270,29869,293341,5000000000,29427
281110,29869,280201,5000000000,28111
279680,29869,278771,5000000000,27968
277530,29869,276621,5000000000,27753
286250,29869,285341,5000000000,28625
289950,29869,289061,5000000000,28995
284560,29869,283651,5000000000,28456
281170,29869,280261,5000000000,28117
294310,29869,293381,5000000000,29431
279480,29869,278571,5000000000,27948
290950,29869,290061,5000000000,29095
296390,29869,295441,5000000000,29639
292440,29869,291541,5000000000,29244
278990,29869,278081,5000000000,27899
279280,29869,278371,5000000000,27928
296020,29869,295091,5000000000,29602
279830,29869,278921,5000000000,27983
282840,29869,281931,5000000000,28284
290490,29869,289601,5000000000,29049
278530,29869,277621,5000000000,27853
283360,29869,282451,5000000000,28336
296590,29869,295641,5000000000,29659
279690,29869,278781,5000000000,27969
297420,29869,296471,5000000000,29742
295400,29869,294471,5000000000,29540
290240,29869,289351,5000000000,29024
280160,29869,279251,5000000000,28016
283040,29869,282131,5000000000,28304
282650,29869,281741,5000000000,28265
292190,29869,291291,5000000000,29219
287550,29869,286651,5000000000,28755
281690,29869,280781,5000000000,28169
278800,29869,277891,5000000000,27880
294080,29869,293151,5000000000,29408
283540,29869,282631,5000000000,28354
289720,29869,288831,5000000000,28972
276410,29869,275501,5000000000,27641
280110,29869,279201,5000000000,28011
288140,29869,287241,5000000000,28814
276900,29869,275991,5000000000,27690
281240,29869,280331,5000000000,28124
281770,29869,280861,5000000000,28177
288210,29869,287311,5000000000,28821
277340,29869,276431,5000000000,27734
289520,29869,288621,5000000000,28952
289410,29869,288511,5000000000,28941
282220,29869,281311,5000000000,28222
282040,29869,281131,5000000000,28204
280950,29869,280041,5000000000,28095
277430,29869,276521,5000000000,27743
294560,29869,293631,5000000000,29456
292420,29869,291521,5000000000,29242
279880,29869,278971,5000000000,27988
280570,29869,279661,5000000000,28057
285540,29869,284631,5000000000,28554
284840,29869,283931,5000000000,28484
296360,29869,295411,5000000000,29636
292320,29869,291421,5000000000,29232
293590,29869,292681,5000000000,29359
284110,29869,283201,5000000000,28411
284440,29869,283531,5000000000,28444
291120,29869,290231,5000000000,29112
277030,29869,276121,5000000000,27703
286010,29869,285101,5000000000,28601
280260,29869,279351,5000000000,28026
296480,29869,295531,5000000000,29648
279370,29869,278461,5000000000,27937
284660,29869,283751,5000000000,28466
283860,29869,282951,5000000000,28386
287340,29869,286441,5000000000,28734
291830,29869,290941,5000000000,29183
288690,29869,287791,5000000000,28869
278620,29869,277711,5000000000,27862
287220,29869,286321,5000000000,28722
294390,29869,293461,5000000000,29439
284430,29869,283521,5000000000,28443
294030,29869,293101,5000000000,29403
289430,29869,288531,5000000000,28943
276490,29869,275581,5000000000,27649
289340,29869,288441,5000000000,28934
288170,29869,287271,5000000000,28817
280250,29869,279341,5000000000,28025
280990,29869,280081,5000000000,28099
279850,29869,278941,5000000000,27985
286820,29869,285911,5000000000,28682
278380,29869,277471,5000000000,27838
283460,29869,282551,5000000000,28346
282710,29869,281801,5000000000,28271
287430,29869,286531,5000000000,28743
276830,29869,275921,5000000000,27683
293760,29869,292841,5000000000,29376
294120,29869,293191,5000000000,29412
285460,29869,284551,5000000000,28546
286110,29869,285201,5000000000,28611
285650,29869,284741,5000000000,28565
288400,29869,287501,5000000000,28840
280890,29869,279981,5000000000,28089
292850,29869,291941,5000000000,29285
280780,29869,279871,5000000000,28078
294320,29869,293391,5000000000,29432
294720,29869,293791,5000000000,29472
293340,29869,292431,5000000000,29334
280660,29869,279751,5000000000,28066
297040,29869,296091,5000000000,29704
292410,29869,291511,5000000000,29241
286640,29869,285731,5000000000,28664
292800,29869,291891,5000000000,29280
291480,29869,290591,5000000000,29148
290180,29869,289291,5000000000,29018
288580,29869,287681,5000000000,28858
277550,29869,276641,5000000000,27755
295670,29869,294741,5000000000,29567
288810,29869,287911,5000000000,28881
281150,29869,280241,5000000000,28115
292210,29869,291311,5000000000,29221
293030,29869,292121,5000000000,29303
276450,29869,275541,5000000000,27645
291980,29869,291091,5000000000,29198
285680,29869,284771,5000000000,28568
284960,29869,284051,5000000000,28496
289730,29869,288841,5000000000,28973
285500,29869,284591,5000000000,28550
280630,29869,279721,5000000000,28063
295430,29869,294501,5000000000,29543
289060,29869,288161,5000000000,28906
292390,29869,291491,5000000000,29239
281200,29869,280291,5000000000,28120
297070,29869,296121,5000000000,29707
284330,29869,283421,5000000000,28433
282530,29869,281621,5000000000,28253
284410,29869,283501,5000000000,28441
289800,29869,288911,5000000000,28980
290630,29869,289741,5000000000,29063
288120,29869,287221,5000000000,28812
285570,29869,284661,5000000000,28557
283060,29869,282151,5000000000,28306
295200,29869,294271,5000000000,29520
287120,29869,286221,5000000000,28712
283000,29869,282091,5000000000,28300
290020,29869,289141,5000000000,29002
293510,29869,292601,5000000000,29351
280840,29869,279931,5000000000,28084
286400,29869,285491,5000000000,28640
281890,29869,280981,5000000000,28189
279200,29869,278291,5000000000,27920
289490,29869,288591,5000000000,28949
291500,29869,290611,5000000000,29150
291320,29869,290431,5000000000,29132
296610,29869,295661,5000000000,29661
285790,29869,284881,5000000000,28579
288850,29869,287951,5000000000,28885
279820,29869,278911,5000000000,27982
277460,29869,276551,5000000000,27746
276330,29869,275421,5000000000,27633
277310,29869,276401,5000000000,27731
287790,29869,286891,5000000000,28779
296260,29869,295331,5000000000,29626
285180,29869,284271,5000000000,28518
288860,29869,287961,5000000000,28886
284930,29869,284021,5000000000,28493
285190,29869,284281,5000000000,28519
295720,29869,294791,5000000000,29572
284770,29869,283861,5000000000,28477
280040,29869,279131,5000000000,28004
280520,29869,279611,5000000000,28052
296300,29869,295371,5000000000,29630
285870,29869,284961,5000000000,28587
289270,29869,288371,5000000000,28927
283680,29869,282771,5000000000,28368
295620,29869,294691,5000000000,29562
297320,29869,296371,5000000000,29732
277040,29869,276131,5000000000,27704
295860,29869,294931,5000000000,29586
287360,29869,286461,5000000000,28736
284230,29869,283321,5000000000,28423
296660,29869,295711,5000000000,29666
279060,29869,278151,5000000000,27906
293170,29869,292261,5000000000,29317
282520,29869,281611,5000000000,28252
281570,29869,280661,5000000000,28157
296700,29869,295751,5000000000,29670
281760,29869,280851,5000000000,28176
292520,29869,291621,5000000000,29252
285510,29869,284601,5000000000,28551
279890,29869,278981,5000000000,27989
292480,29869,291581,5000000000,29248
279530,29869,278621,5000000000,27953
290730,29869,289841,5000000000,29073
280050,29869,279141,5000000000,28005
287500,29869,286601,5000000000,28750
285660,29869,284751,5000000000,28566
288700,29869,287801,5000000000,28870
290280,29869,289391,5000000000,29028
291290,29869,290401,5000000000,29129
280760,29869,279851,5000000000,28076
294840,29869,293911,5000000000,29484
288920,29869,288021,5000000000,28892
292780,29869,291871,5000000000,29278
285610,29869,284701,5000000000,28561
283400,29869,282491,5000000000,28340
285400,29869,284491,5000000000,28540
291010,29869,290121,5000000000,29101
298690,29874,297742,1595435000000,29869
293580,29910,292671,5000000000,29358
294250,29912,293321,5000000000,29425
294140,29912,293211,5000000000,29414
294280,29912,293351,5000000000,29428
294020,29912,293091,5000000000,29402
294510,29912,293581,5000000000,29451
294490,29912,293561,5000000000,29449
293950,29912,293021,5000000000,29395
299101,29912,292671,4900000000,29910
293690,29922,292771,100000000,29369
293660,29922,292741,18700000000,29366
294820,29985,293891,5000000000,29482
295390,29985,294461,5000000000,29539
296350,29985,289082,220000000000,29635
297150,29985,296201,5000000000,29715
297280,29985,296331,5000000000,29728
296560,29985,295611,5000000000,29656
296330,29985,289082,300000000000,29633
293881,30065,292291,900000000,29388
298070,30081,297121,5000000000,29807
298500,30081,297551,5000000000,29850
298010,30081,297061,5000000000,29801
298470,30081,297521,5000000000,29847
298490,30081,297541,5000000000,29849
297720,30081,296771,5000000000,29772
298380,30081,297431,5000000000,29838
298160,30081,297211,5000000000,29816
298150,30081,297201,5000000000,29815
297850,30081,296901,5000000000,29785
298580,30081,297631,5000000000,29858
297760,30081,296811,5000000000,29776
297640,30081,296691,5000000000,29764
297870,30081,296921,5000000000,29787
297890,30081,296941,5000000000,29789
297670,30081,296721,5000000000,29767
297810,30081,296861,5000000000,29781
301500,30279,300541,5000000000,30150
144430,30318,143961,1000000,14443
144160,30318,143692,5000000000,14416
139450,30318,138981,5000000000,13945
145840,30318,145351,4999000000,14584
145830,30318,145341,1000000,14583
180880,30318,143692,2500000000,18088
180881,30318,139091,2399000000,18088
144450,30318,143692,100000000,14445
302791,30368,300541,4950000000,30279
300640,30639,299681,5000000000,30064
303690,30985,302731,5000000000,30369
249810,31683,249061,5000000000,24981
309340,31972,308371,5000000000,30934
309700,31972,308731,5000000000,30970
311090,31972,310121,5000000000,31109
307690,31972,306721,5000000000,30769
317140,31972,316171,5000000000,31714
